nominal,data,curs (manat),curs(USA)
1,2010-10-05,37.9823,30.4960
1,2010-10-02,37.9990,30.5094
1,2010-10-01,38.0030,30.5126
1,2010-09-30,37.8665,30.4030
1,2010-09-29,38.1135,30.6013
1,2010-09-28,38.1267,30.6119
1,2010-09-25,38.5117,30.9480
1,2010-09-24,38.5803,31.0031
1,2010-09-23,38.5548,30.9826
1,2010-09-22,38.6777,31.0814
1,2010-09-21,38.5526,30.9809
1,2010-09-18,38.6792,31.0826
1,2010-09-17,38.6042,31.0223
1,2010-09-16,38.2537,30.7407
1,2010-09-15,38.2092,30.7049
1,2010-09-14,38.1821,30.6831
1,2010-09-11,38.4441,30.8937
1,2010-09-10,38.4272,30.8801
1,2010-09-09,38.4362,30.8873
1,2010-09-08,38.2428,30.7319
1,2010-09-07,38.0501,30.5771
1,2010-09-04,38.1934,30.6922
1,2010-09-03,38.1854,30.6858
1,2010-09-02,38.3277,30.8001
1,2010-09-01,38.4108,30.8669
1,2010-08-31,38.1583,30.6640
1,2010-08-28,38.1992,30.6969
1,2010-08-27,38.3558,30.8227
1,2010-08-26,38.4467,30.8958
1,2010-08-25,38.2726,30.7559
1,2010-08-24,38.0837,30.6041
1,2010-08-21,37.9665,30.5099
1,2010-08-20,37.9089,30.4636
1,2010-08-19,37.8617,30.4257
1,2010-08-18,37.8937,30.4514
1,2010-08-17,37.9932,30.5199
1,2010-08-14,37.8687,30.4199
1,2010-08-13,37.9053,30.4493
1,2010-08-12,37.6011,30.2050
1,2010-08-11,37.3757,30.0239
1,2010-08-10,37.1201,29.8186
1,2010-08-07,37.1266,29.8312
1,2010-08-06,37.1665,29.8633
1,2010-08-05,37.0825,29.7958
1,2010-08-04,37.2970,29.9681
1,2010-08-03,37.5683,30.1861
1,2010-07-31,37.5646,30.1869
1,2010-07-30,37.6024,30.2173
1,2010-07-29,37.5891,30.2066
1,2010-07-28,37.6342,30.2391
1,2010-07-27,37.7108,30.3006
1,2010-07-24,37.8097,30.3839
1,2010-07-23,37.9797,30.5205
1,2010-07-22,37.8418,30.4059
1,2010-07-21,37.8417,30.4058
1,2010-07-20,38.0414,30.5739
1,2010-07-17,37.9016,30.4615
1,2010-07-16,38.0312,30.5619
1,2010-07-15,38.0027,30.5390
1,2010-07-14,38.3808,30.8543
1,2010-07-13,38.4252,30.8823
1,2010-07-10,38.3169,30.7953
1,2010-07-09,38.4972,30.9479
1,2010-07-08,38.6863,31.0922
1,2010-07-07,38.7018,31.1124
1,2010-07-06,38.7018,31.1124
1,2010-07-03,38.8132,31.1942
1,2010-07-02,39.0324,31.3703
1,2010-07-01,38.8749,31.2554
1,2010-06-30,38.8099,31.1954
1,2010-06-29,38.5412,30.9833
1,2010-06-26,38.6567,31.0761
1,2010-06-25,38.5805,31.0149
1,2010-06-24,38.5239,30.9694
1,2010-06-23,38.4326,30.8960
1,2010-06-22,38.2316,30.7267
1,2010-06-19,38.4368,30.8840
1,2010-06-18,38.8119,31.1854
1,2010-06-17,38.7713,31.1566
1,2010-06-16,39.1433,31.4595
1,2010-06-12,39.1279,31.4471
1,2010-06-11,39.2861,31.5742
1,2010-06-10,39.4752,31.7302
1,2010-06-09,39.3430,31.6200
1,2010-06-08,39.5369,31.7798
1,2010-06-05,38.6568,31.0685
1,2010-06-04,38.4443,30.8938
1,2010-06-03,38.8080,31.1900
1,2010-06-02,38.6638,31.0702
1,2010-06-01,38.2529,30.7400
1,2010-05-29,37.9440,30.4956
1,2010-05-28,38.4253,30.8786
1,2010-05-27,39.0167,31.3538
1,2010-05-26,39.1155,31.4293
1,2010-05-25,38.4214,30.8754
1,2010-05-22,38.6481,31.0576
1,2010-05-21,38.2729,30.7523
1,2010-05-20,38.1972,30.6953
1,2010-05-19,37.8278,30.3946
1,2010-05-18,38.2109,30.6986
1,2010-05-15,37.4082,30.0575
1,2010-05-14,37.1620,29.8597
1,2010-05-13,37.5822,30.2048
1,2010-05-12,37.7858,30.3609
1,2010-05-08,38.2271,30.7193
1,2010-05-07,37.7064,30.2971
1,2010-05-06,36.9445,29.6812
1,2010-05-05,36.4678,29.2982
1,2010-05-01,36.2879,29.1537
1,2010-04-30,36.4513,29.2886
1,2010-04-29,36.5652,29.3801
1,2010-04-28,36.1786,29.0623
1,2010-04-27,36.2064,29.0882
1,2010-04-24,36.4289,29.2743
1,2010-04-23,36.2479,29.1288
1,2010-04-22,36.2003,29.0906
1,2010-04-21,36.2640,29.1381
1,2010-04-20,36.3371,29.1969
1,2010-04-17,36.1370,29.0325
1,2010-04-16,35.9391,28.9310
1,2010-04-15,36.0800,29.0444
1,2010-04-14,36.0614,29.0294
1,2010-04-13,35.9493,28.9428
1,2010-04-10,36.4218,29.3232
1,2010-04-09,36.5176,29.4003
1,2010-04-08,36.3855,29.2940
1,2010-04-07,36.3205,29.2416
1,2010-04-06,36.2808,29.2097
1,2010-04-03,36.2929,29.2194
1,2010-04-02,36.5661,29.4394
1,2010-04-01,36.6359,29.4956
1,2010-03-31,36.4722,29.3638
1,2010-03-30,36.8040,29.6309
1,2010-03-27,36.6590,29.5142
1,2010-03-26,36.8367,29.6572
1,2010-03-25,36.7363,29.5764
1,2010-03-24,36.6050,29.4707
1,2010-03-23,36.4413,29.3389
1,2010-03-20,36.3390,29.2565
1,2010-03-19,36.2965,29.2223
1,2010-03-18,36.2597,29.1927
1,2010-03-17,36.5473,29.4242
1,2010-03-16,36.4368,29.3353
1,2010-03-13,36.5044,29.3897
1,2010-03-12,36.6656,29.5195
1,2010-03-11,36.9208,29.7249
1,2010-03-10,36.9518,29.7499
1,2010-03-06,37.0595,29.8366
1,2010-03-05,37.0410,29.8217
1,2010-03-04,37.0314,29.8140
1,2010-03-03,37.2350,29.9779
1,2010-03-02,37.1755,29.9300
1,2010-02-28,37.1984,29.9484
1,2010-02-27,37.3106,30.0388
1,2010-02-26,37.3272,30.0521
1,2010-02-25,37.3008,30.0309
1,2010-02-20,37.4500,30.1510
1,2010-02-19,37.4038,30.1138
1,2010-02-18,37.2328,29.9761
1,2010-02-17,37.4085,30.1176
1,2010-02-16,37.5366,30.2207
1,2010-02-13,37.4606,30.1595
1,2010-02-12,37.4171,30.1245
1,2010-02-11,37.5683,30.2462
1,2010-02-10,37.7264,30.3735
1,2010-02-09,37.9031,30.5158
1,2010-02-06,37.8420,30.4666
1,2010-02-05,37.2692,30.0054
1,2010-02-04,37.1108,29.8779
1,2010-02-03,37.4898,30.1830
1,2010-02-02,37.7588,30.3996
1,2010-01-30,37.7980,30.4312
1,2010-01-29,37.7135,30.3631
1,2010-01-28,37.6253,30.2921
1,2010-01-27,37.6520,30.3136
1,2010-01-26,37.3800,30.0946
1,2010-01-23,36.9467,29.7458
1,2010-01-22,37.0238,29.7486
1,2010-01-21,36.9559,29.6941
1,2010-01-20,36.7373,29.5184
1,2010-01-19,36.8342,29.5963
1,2010-01-16,36.7894,29.5603
1,2010-01-15,36.6271,29.4299
1,2010-01-14,36.8897,29.6409
1,2010-01-13,36.5618,29.3774
1,2010-01-12,36.6251,29.4283
1,2009-12-31,37.1720,30.1851
1,2009-11-30,37.1331,30.2442
1,2009-10-31,36.5431,29.8491
1,2009-09-30,37.5463,29.5952
1,2009-08-31,39.2499,29.4266
1,2009-07-31,39.0603,29.9292
1,2009-06-30,38.6900,30.5007
1,2009-05-31,38.5233,30.4439
1,2009-04-30,41.5212,30.5529
1,2009-03-31,41.2765,30.7187
1,2009-02-28,44.1125,30.4392
1,2009-01-31,42.8630,30.1978
1,2008-12-31,36.1937,30.0678
1,2008-11-30,33.8121,30.0481
1,2008-10-31,33.4294,30.2107
1,2008-09-30,31.2552,30.6268
1,2008-08-31,30.2206,30.7562
1,2008-07-31,28.9176,30.1839
1,2008-06-30,28.8644,29.5221
1,2008-05-31,28.7382,29.1979
1,2008-04-30,28.4691,29.2427
1,2008-03-31,28.0466,29.0560
1,2008-02-29,28.6860,29.1771
1,2008-01-31,28.9508,29.0687
1,2007-12-29,29.1410,29.8179
1,2007-11-30,28.7527,28.8751
1,2007-10-31,29.1108,28.7909
1,2007-09-30,29.3221,28.8481
1,2007-08-31,30.0837,28.7986
1,2007-07-31,29.8517,28.8554
1,2007-06-30,30.1431,28.7459
1,2007-05-31,30.1442,28.7163
1,2007-04-30,29.7625,28.6768
1,2007-03-31,29.9982,28.6705
1,2007-02-28,30.1151,28.8345
1,2007-01-31,30.5106,28.6701
1,2006-12-30,30.2684,28.7007
1,2006-11-30,30.1636,28.7391
1,2006-10-31,30.6283,28.8497
1,2006-09-30,30.5293,29.0156
1,2006-08-31,30.3185,29.1330
1,2006-08-01,30.2406,29.2337
1,2006-07-01,30.0830,29.1944
1,2006-06-01,29.9922,29.0488
1,2006-05-01,30.2812,29.3441
1,2006-04-01,30.5318,29.1749
1,2006-03-01,30.6343,29.0184
1,2006-02-01,30.5394,28.9403
1,2006-01-01,31.3480,29.0003
"10,000",2005-12-01,62.5407,29.0858
"10,000",2005-11-01,61.8460,29.1641
"10,000",2005-10-01,62.0621,29.1911
"10,000",2005-09-01,61.6656,29.3553
"10,000",2005-08-01,58.5221,29.3281
"10,000",2005-07-01,58.5026,29.3206
"10,000",2005-06-01,57.3187,29.4651
"10,000",2005-05-01,56.7109,29.5043
"10,000",2005-04-01,56.7754,29.5945
"10,000",2005-03-01,56.6697,29.6090
"10,000",2005-02-01,57.3036,29.6396
"10,000",2005-01-01,56.5953,29.7819
"10,000",2004-12-01,57.6024,29.8322
"10,000",2004-11-01,58.6714,30.0785
"10,000",2004-10-01,59.5174,30.1240
"10,000",2004-09-01,59.6344,30.0621
"10,000",2004-08-01,59.3171,30.0087
"10,000",2004-07-30,59.3171,30.0922
"10,000",2004-07-01,59.1169,30.1985
"10,000",2004-06-01,59.0326,30.1370
"10,000",2004-05-01,58.7180,30.0678
"10,000",2004-04-01,57.8382,30.0004
"10,000",2004-03-01,57.7263,30.2385
"10,000",2004-02-01,57.7454,30.3711
"10,000",2004-01-01,59.8304,30.3744
"10,000",2003-12-01,60.4777,30.3881
"10,000",2003-11-01,60.7990,30.6067
"10,000",2003-10-01,62.3333,30.9895
"10,000",2003-09-01,62.0875,30.8617
"10,000",2003-08-01,61.5408,30.7246
"10,000",2003-07-01,61.7086,30.8851
"10,000",2003-06-01,62.3863,31.1452
"10,000",2003-05-01,63.3272,31.3754
"10,000",2003-04-01,63.9505,31.4298
"10,000",2003-03-01,64.4544,31.6062
"10,000",2003-02-01,64.9300,31.7679
"10,000",2003-01-01,64.9589,31.9730
"10,000",2002-12-01,65.0859,31.7743
"10,000",2002-11-01,64.8036,31.8397
"10,000",2002-10-01,64.5892,31.5687
"10,000",2002-09-01,64.4770,31.6405
"10,000",2002-08-01,64.3473,31.4007
"10,000",2002-07-01,64.5565,31.5437
"10,000",2002-06-01,64.4046,31.5544
"10,000",2002-05-01,64.4152,31.9443
"10,000",2002-04-01,64.3642,31.6011
"10,000",2002-03-01,64.2714,31.9191
"10,000",2002-02-01,63.9271,31.9187
"10,000",2002-01-01,63.1278,32.2874
"10,000",2001-12-01,62.9700,31.7226
"10,000",2001-11-01,62.8800,32.1457
"10,000",2001-10-01,62.6300,32.6926
"10,000",2001-09-01,62.8000,31.7477
"10,000",2001-08-01,62.6600,31.6503
"10,000",2001-07-01,62.6300,31.5473
"10,000",2001-06-01,62.8400,31.1814
"10,000",2001-05-01,62.3400,31.1326
"10,000",2001-04-01,62.4500,31.0484
"10,000",2001-03-01,62.5800,31.2424
"10,000",2001-02-01,61.9300,31.1533
"10,000",2001-01-01,61.7800,31.7555
"10,000",2000-12-01,61.1000,31.4162
"10,000",2000-11-01,61.1600,30.6431
"10,000",2000-10-01,61.2900,30.7457
"10,000",2000-09-01,61.4100,31.1372
"10,000",2000-08-01,61.9400,31.0760
"10,000",2000-07-01,62.7500,31.0785
"10,000",2000-06-01,63.4400,31.1791
"10,000",2000-05-01,64.0300,31.3733
"10,000",2000-04-01,64.4200,31.7837
"10,000",2000-03-01,65.1200,31.6943
"10,000",2000-02-01,65.0600,32.0470
"10,000",2000-01-01,61.7400,32.5072
"10,000",1999-12-01,60.6000,33.0597
"10,000",1999-11-01,60.1000,32.0353
"10,000",1999-10-01,58.1100,31.8878
"10,000",1999-09-01,57.8100,31.7819
"10,000",1999-08-01,56.7800,31.4695
"10,000",1999-07-01,60.9300,31.4143
"10,000",1999-06-01,61.4500,31.2481
"10,000",1999-05-01,61.4700,31.1252
"10,000",1999-04-01,61.2200,31.1904
"10,000",1999-03-01,58.3500,31.0385
"10,000",1999-02-01,58.3700,31.2904
"10,000",1999-01-01,53.1100,31.1184
"1,000",1998-12-01,4.6237,31.2037
"1,000",1998-11-01,4.1595,31.1365
"1,000",1998-10-01,4.1618,31.5765
"1,000",1998-09-01,2.0013,31.2408
"1,000",1998-08-01,1.5792,31.1541
"1,000",1998-07-01,1.6049,31.0998
"1,000",1998-06-01,1.5987,31.1297
"1,000",1998-05-01,1.5872,31.3185
"1,000",1998-04-01,1.5770,31.1548
"1,000",1998-03-01,1.5636,30.9124
"1,000",1998-02-01,1.5473,30.9277
"1,000",1998-01-01,1.5320,31.2637
1,1997-12-01,1.5200,31.0751
1,1997-11-01,1.5000,30.6919
1,1997-10-01,1.4800,30.8767
1,1997-09-01,1.4700,30.5131
1,1997-08-01,1.4600,30.7321
1,1997-07-01,1.4500,30.7441
1,1997-06-01,1.4400,30.9843
1,1997-05-01,1.4300,31.3259
1,1997-04-01,1.4100,31.1846
1,1997-03-01,1.3900,31.1465
1,1997-02-01,1.3300,31.0516
1,1997-01-01,1.3100,31.1998
1,1996-12-01,1.3000,31.4586
1,1996-11-01,1.2900,31.8009
1,1996-10-01,1.2500,31.9498
1,1996-09-01,1.2300,32.2919
1,1996-08-01,1.1900,32.0797
1,1996-07-01,1.1700,32.1677
1,1996-06-01,1.1500,31.9841
1,1996-05-17,1.1400,32.2817
1,1996-05-15,1.1400,32.5534
1,1996-05-08,1.1300,32.7915
1,1996-05-01,1.1300,32.8883
1,1996-04-26,1.1300,32.8146
1,1996-04-24,1.1300,32.9672
1,1996-04-19,1.1200,32.9740
1,1996-04-17,1.1200,33.2491
1,1996-04-12,1.1200,33.5533
1,1996-04-10,1.1200,33.3904
1,1996-04-05,1.0800,33.4187
1,1996-04-03,1.0800,33.7848
1,1996-03-29,1.0800,34.0597
1,1996-03-27,1.0800,34.1043
1,1996-03-22,1.0800,33.5371
1,1996-03-20,1.0800,33.4677
1,1996-03-15,1.0700,33.4184
1,1996-03-13,1.0700,33.4507
1,1996-03-08,1.0700,33.3887
1,1996-03-06,1.0700,33.4863
1,1996-03-01,1.0700,33.6309
1,1996-02-28,1.0700,33.5334
1,1996-02-23,1.0600,33.7781
1,1996-02-21,1.0600,33.3840
1,1996-02-16,1.0600,33.1743
1,1996-02-14,1.0600,33.4095
1,1996-02-09,1.0500,33.7636
1,1996-02-07,1.0500,33.9456
1,1996-02-02,1.0500,33.9032
1,1996-01-31,1.0500,34.0134
1,1996-01-26,1.0500,33.4133
1,1996-01-24,1.0400,33.4668
1,1996-01-19,1.0400,33.7268
1,1996-01-17,1.0400,33.2726
1,1996-01-12,1.0400,33.3034
1,1996-01-10,1.0400,33.4230
1,1996-01-05,1.0400,33.8222
1,1995-12-29,1.0300,34.4203
1,1995-12-27,1.0300,34.5318
1,1995-12-22,1.0300,34.8388
1,1995-12-20,1.0300,34.8316
1,1995-12-15,1.0300,35.2944
1,1995-12-08,1.0200,35.1164
1,1995-12-06,1.0200,35.4534
1,1995-12-01,1.0200,35.7374
1,1995-11-29,1.0200,35.8899
1,1995-11-24,1.0200,36.2284
1,1995-11-22,1.0100,36.2054
1,1995-11-17,1.0100,36.1644
1,1995-11-15,1.0100,35.7205
1,1995-11-10,1.0100,35.7223
1,1995-11-03,1.0000,35.7442
1,1995-11-01,1.0000,36.0254
1,1995-10-27,1.0000,36.0760
1,1995-10-25,1.0000,36.0910
1,1995-10-20,1.0000,36.4267
1,1995-10-18,1.0000,35.6345
1,1995-10-13,1.0000,34.7797
1,1995-10-11,1.0000,34.5578
1,1995-10-06,1.0000,34.8003
1,1995-10-04,1.0000,35.8323
1,1995-09-29,1.0200,35.9285
1,1995-09-27,1.0100,36.1258
1,1995-09-22,1.0100,36.3798
1,1995-09-20,1.0100,36.3095
1,1995-09-15,1.0100,36.0135
1,1995-09-13,1.0100,36.1290
1,1995-09-08,1.0100,36.1767
1,1995-09-06,1.0000,35.4146
1,1995-09-01,1.0000,34.6847
1,1995-08-30,1.0000,33.2155
1,1995-08-25,1.0000,32.9979
1,1995-08-23,1.0000,32.9018
1,1995-08-18,1.0000,32.8926
1,1995-08-16,1.0000,32.7991
1,1995-08-11,1.0000,32.6430
1,1995-08-09,1.0000,33.4154
1,1995-08-04,1.0000,32.9085
1,1995-08-02,1.0000,32.5747
1,1995-07-28,1.0000,32.2135
1,1995-07-26,1.0100,31.5616
1,1995-07-21,1.0200,31.2226
1,1995-07-19,1.0300,30.9981
1,1995-07-14,1.0300,30.5331
1,1995-07-12,1.0200,29.3916
1,1995-07-07,1.0300,29.3804
1,1995-07-05,1.0300,29.2300
1,1995-06-30,1.0300,29.0058
1,1995-06-28,1.0200,28.6735
1,1995-06-23,1.0400,28.6119
1,1995-06-21,1.0300,28.3359
1,1995-06-16,1.0700,28.2682
1,1995-06-14,1.0900,27.7351
1,1995-06-09,1.1100,27.6095
1,1995-06-07,1.1100,27.5199
1,1995-06-02,1.1300,27.6009
1,1995-05-31,1.1400,27.8160
1,1995-05-26,1.1500,27.8077
1,1995-05-24,1.1500,27.9310
1,1995-05-19,1.1500,27.8671
1,1995-05-17,1.1500,28.0029
1,1995-05-12,1.1600,28.0043
1,1995-05-05,1.1700,28.0916
1,1995-04-28,1.1600,27.9576
1,1995-04-26,1.1600,27.9212
1,1995-04-21,1.1500,28.0166
1,1995-04-19,1.1500,27.9409
1,1995-04-14,1.1500,27.6060
1,1995-04-12,1.1400,27.4216
1,1995-04-07,1.1400,27.3563
1,1995-04-05,1.1400,27.3913
1,1995-03-31,1.1300,27.6613
1,1995-03-29,1.1300,27.5665
1,1995-03-24,1.1200,27.5715
1,1995-03-22,1.1100,27.4413
1,1995-03-17,1.1000,27.4301
1,1995-03-15,1.0900,27.4374
1,1995-03-10,1.0700,27.3386
1,1995-03-08,1.0600,27.6704
1,1995-03-03,1.0500,27.4704
1,1995-03-01,1.0300,27.3399
1,1995-02-24,1.0200,26.9639
1,1995-02-22,1.0100,27.0041
1,1995-02-17,0.9900,26.9114
1,1995-02-15,0.9800,26.9146
1,1995-02-10,1.0000,27.0793
1,1995-02-08,0.9900,27.0981
1,1995-02-03,0.9800,26.5430
1,1995-02-01,0.9700,27.0979
1,1995-01-27,0.9600,27.3018
1,1995-01-25,0.9500,27.3507
1,1995-01-20,0.9400,27.0596
1,1995-01-18,0.9200,26.9793
1,1995-01-13,0.9000,26.9215
1,1995-01-11,0.8900,26.4417
1,1995-01-06,0.8700,26.0561
1,1994-12-30,1.7300,26.2505
1,1994-12-28,1.7100,26.3691
1,1994-12-23,1.6800,26.1347
1,1994-12-21,1.6700,26.0871
1,1994-12-16,1.6500,26.1111
1,1994-12-14,1.6300,26.2080
1,1994-12-09,1.6100,26.0695
1,1994-12-07,1.6000,26.1629
1,1994-12-02,1.5800,26.1791
1,1994-11-30,1.5800,26.1784
1,1994-11-25,1.5600,25.8993
1,1994-11-23,1.5500,25.8213
1,1994-11-18,1.5400,25.6023
1,1994-11-16,1.5300,25.3718
1,1994-11-11,1.5100,25.2464
1,1994-11-09,1.5100,25.0221
1,1994-11-04,1.5100,24.8982
1,1994-11-02,1.5000,25.0703
1,1994-10-28,1.4900,24.9864
1,1994-10-26,1.4800,25.2690
1,1994-10-21,1.8800,25.4863
1,1994-10-19,1.8700,25.4307
1,1994-10-14,1.8700,25.5245
1,1994-10-12,2.4500,25.5064
1,1994-10-07,1.7700,25.3938
1,1994-10-05,1.6700,25.7013
1,1994-09-30,1.6200,25.7842
1,1994-09-28,1.5500,25.5761
1,1994-09-23,1.8900,25.5814
1,1994-09-21,1.8000,25.2626
1,1994-09-16,1.7700,25.4552
1,1994-09-14,1.7500,25.2144
